stn_code,sampling_date,month,sampling_time,stn_name,type_water_body,name_of_water_body,river_basin,district,state_name,mon_agency,frequency,major_polluting_sources,use_based_class,visibility_effluent_discharge,weather,approx_depth,human_activities,floating_matter,color,odor,flow,temperature,dissolved_o2,ph,conductivity,bod,nitrate_n,nitrite_n,fecal_coliform,total_coliform,fecal_streptococci,turbidity,phenophelene_alkanity,total_alkalinity,chlorides,cod,total_kjeldahl_n,amonia_n,hardness_caco3,calcium_caco3,magnesium_caco3,sulphate,sodium,total_dissolved_solids,total_fixed_solids,total_suspended_solids,phosphate,boron,potassium,flouride,latitude,longitude,use_of_water_in_down_stream,remark
1189,2025-07-03,Jul,12:45:00,"Bhima river at Pune (Mutha river) at U/s of Vithalwadi near Shankar Mandir, Village. Vithalwadi, Taluka. Haweli, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,5.5,7.4,273.0,5.4,2.84,,9.2,1600.0,1.8(BDL),4.53,5(BDL),60,16.44,15.8,1.68,0.4,78.0,40.0,38.0,7.83,12.42,222.0,178.0,23,0.93,0.5(BDL),2.54,0.2(BDL),18°29.012 ,73°49.554,,Dry river
1190,2025-07-02,Jul,14:15:00,"Bhima river at D/s of Bundgarden, Village . Yerwada,Taluka. Haweli, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.5,4.3,7.3,285.0,6.2,2.33,,4.5,540.0,1.8(BDL),2.36,5(BDL),46,18.19,19.8,1.5(BDL),0.4,82.0,40.0,42.0,16.74,13.52,233.0,180.0,21,1.18,0.5(BDL),1.79,0.8,18°32.647 ,73°52.946,,Dry river
1191,2025-07-03,Jul,15:35:00,"Bhima river after confluence with Mula.Mutha at Pargaon near Vasant Bandara,Village. Pargaon,Taluka. Daund, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.0,5.5,7.5,352.0,4.4,2.3,,1.8(BDL),94.0,1.8(BDL),1.99,5(BDL),60,28.89,11.9,1.68,0.4,100.0,54.0,46.0,24.27,20.38,285.0,220.0,16,0.2(BDL),0.5(BDL),2.8,0.3,18°34.074 ,74°22.681,,Dry river
1192,2025-07-07,Jul,09:30:00,"Bhima river at Daund near Mahadev temple,Village. Daund, Taluka. Daund, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,25.0,5.9,8.2,470.0,5.2,1.56,,21,540.0,1.8(BDL),1.96,5(BDL),84,41.49,19.8,1.5(BDL),0.4,134.0,74.0,60.0,24.27,35.92,373.0,298.0,12,0.2(BDL),0.5(BDL),2.92,0.2(BDL),18°28.234 ,74°35.235,,Dry river
2680,2025-07-03,Jul,12:10:00,"Mutha river at Khadakvasla Dam, Village. Khadakvasla,Taluka. Haweli, District. Pune.",River,Mutha ,Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,25.0,6.3,8.3,171.0,2.6,0.87,,14,920.0,1.8(BDL),15.3,5(BDL),34,6.45,8.0,1.5(BDL),0.4,52.0,28.0,24.0,9.54,13.17,139.0,112.0,18,0.36,0.5(BDL),1.86,0.2(BDL),18° 26.433,73° 46.411,,Dry river
2197,2025-07-02,Jul,17:50:00,"Indrayani river at D/s of Alandigaon, Village. Alandigaon, Taluka. Haweli, District. Pune.",River,Indrayani ,Indrayani ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,25.0,0,7.5,194.0,5.4,1.28,,12,1600.0,1.8(BDL),4.84,5(BDL),48,15.0,15.8,1.5(BDL),0.4,56.0,36.0,20.0,7.83,9.44,160.0,122.0,22,0.99,0.5(BDL),1.39,0.7,18°39.428,73°54.600,,Dry river
2655,2025-07-03,Jul,15:35:00,"Bhima river at Koregaon near Koregaon bridge, Village. Koregaon,Taluka. Shirur, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,25.0,4.8,7.7,296.0,6.8,2.37,,17,920.0,1.8(BDL),6.17,5(BDL),60,19.14,23.7,1.5(BDL),0.4,84.0,42.0,42.0,23.43,33.4,240.0,192.0,30,0.2(BDL),0.5(BDL),3.34,0.4,18° 38.712,74° 03.303,,Dry river
2665,2025-07-03,Jul,13:05:00,"Ghod river at Shirur, Village. Shirur,Taluka. Shirur,District. Pune.",River,Ghod ,Ghod ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,25.0,5,8.4,823.0,6.4,2.19,,9.3,350.0,1.8(BDL),1.35,12,140,79.18,19.8,1.68,0.4,232.0,116.0,116.0,32.43,74.36,668.0,535.0,13,0.24,0.5(BDL),2.01,0.3,18° 49.961,74° 23.504,,Dry river
2668,2025-07-02,Jul,17:40:00,"Indrayani river at D/s of Moshi village. Village. Moshi,  Taluka. Haweli, District. Pune.",River,Indrayani ,Indrayani ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,25.0,5.8,7.7,204.0,4.4,1.59,,21,1600.0,1.8(BDL),7.95,5(BDL),52,17.04,11.9,1.5(BDL),0.4,60.0,38.0,22.0,9.24,11.72,165.0,118.0,27,0.93,0.5(BDL),1.7,0.6,18° 41.019,73° 52.713,,Dry river
2669,2025-07-02,Jul,17:10:00,"Indrayani river at U/s of Moshigaon,Village. Moshi, Taluka. Haweli, District. Pune.",River,Indrayani ,Indrayani ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,25.0,5.4,7.6,191.0,5,1.12,,11,1600.0,1.8(BDL),6.97,5(BDL),54,16.39,15.8,1.68,0.4,58.0,32.0,26.0,5(BDL),8.41,154.0,125.0,24,0.58,0.5(BDL),1.16,0.4,18° 41.331,73° 50.793,,Dry river
2677,2025-07-03,Jul,16:15:00,"Mula.Mutha river at D/s of Theur, Village. Theur, Taluka. Haweli, District. Pune.",River,Mula Mutha ,Mula Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,24.0,5,7.5,281.0,6,2.16,,21,350.0,1.8(BDL),3.14,5(BDL),54,16.44,19.8,1.5(BDL),0.4,82.0,40.0,42.0,9.91,14.53,228.0,185.0,18,0.41,0.5(BDL),1.88,0.5,18° 31.846,74° 20.895,,Dry river
2715,2025-07-03,Jul,15:05:00,"Vel river at Shikrapur, Village. Shikrapur,Taluka. Shirur, District. Pune.",River,Velu ,Velu ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,25.0,5.5,8.5,605.0,5,2.83,,11,540.0,1.8(BDL),1.13,16,128,39.64,15.8,1.5(BDL),0.4,170.0,88.0,82.0,28.6,33.86,490.0,392.0,10(BDL),0.2(BDL),0.5(BDL),3.73,0.4,18° 41.614,74° 08.120,,Dry river
2196,2025-07-02,Jul,15:47:00,"Pawana river at Sangavigaon,  Village. Sangavigaon, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,5.8,7.3,323.0,3,2.68,,9.3,1600.0,1.8(BDL),2.43,5(BDL),56,21.89,8.0,1.5(BDL),0.4,92.0,46.0,46.0,22.36,15.01,260.0,205.0,17,1.04,0.5(BDL),2.22,0.5,18°34.540,73°49.535,,Dry river
2690,2025-07-03,Jul,16:01:00,"Pawana river at Kasarwadi, Village. Kasarwadi, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,4,7.5,295.0,9.8,2.22,,40,1600.0,1.8(BDL),11.1,5(BDL),60,18.44,35.6,1.5(BDL),0.4,84.0,42.0,42.0,10.22,13.53,239.0,184.0,43,1.07,0.5(BDL),2.06,0.7,18° 36.137,73° 49.306,,Dry river
2691,2025-07-02,Jul,14:05:00,"Pawana river at  Dapodi bridge, at Pawana. Mulla Sangam,  Village. Dapodi, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,5.5,7.3,325.0,4.4,2.7,,33,1600.0,1.8(BDL),2.49,5(BDL),58,25.59,11.9,1.5(BDL),0.4,94.0,48.0,46.0,20.76,15.76,262.0,212.0,19,1.05,0.5(BDL),2.28,0.9,18° 34.429,73° 49.909,,Dry river
2692,2025-07-02,Jul,03:58:00,"Pawana river at Ravet Weir, Village. Ravet, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Raining,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,4.9,7.9,257.0,6.2,1.33,,33,1600.0,1.8(BDL),16.6,5(BDL),60,12.45,23.7,1.68,0.4,74.0,38.0,36.0,5(BDL),10.2,212.0,168.0,38,0.2(BDL),0.5(BDL),1.26,0.2(BDL),18° 38.374,73° 44.867,,Dry river
2693,2025-07-03,Jul,18:00:00,"Pawana river at Chinchwadgaon, Village. Chinchwadgaon,Taluka. Haweli,District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,3.8,7.6,281.0,12.5,1.88,,26,1600.0,1.8(BDL),14.2,5(BDL),58,16.39,43.5,1.5(BDL),0.4,80.0,40.0,40.0,17.31,12.37,228.0,175.0,39,1.26,0.5(BDL),1.69,0.6,18° 37.553,73° 46.681,,Dry river
2694,2025-07-03,Jul,16:08:00,"Pawana river at Pimprigaon, Village. Pimprigaon, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,4.6,7.5,298.0,6.2,2.52,,21,1600.0,1.8(BDL),18.2,5(BDL),62,18.34,19.8,1.5(BDL),0.4,86.0,44.0,42.0,10.63,13.66,241.0,182.0,44,0.88,0.5(BDL),2.03,0.8,18° 37.301,73° 47.903,,Dry river
36,2025-07-03,Jul,02:00:00,"Krishna river at Krishna bridge, ( Krishna river at NH.4 bridge ) Village. Karad, Taluka. Karad, District. Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0.0,25.0,5.8,8.4,298.0,4.6,2.1,,7.8,350.0,1.8(BDL),5.91,14,56,15.75,15.8,1.68,0.4,84.0,42.0,42.0,73.28,36.57,242.0,194.0,25,0.21,0.5(BDL),1.6,0.2(BDL),17°17.690,74°11.321,,Dry river
2186,2025-07-07,Jul,08:30:00,"Venna river at Varye, Village . Varye,Taluka. Satara, District. Satara.",River,Venna ,Venna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0.0,24.0,6.5,8.2,178.0,2.6,1.77,,6.1,210.0,1.8(BDL),3.07,5(BDL),40,7.4,8.0,1.5(BDL),0.4,54.0,26.0,28.0,5(BDL),5(BDL),142.0,115.0,13,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),17°43.793,73°58.928,,Dry river
2187,2025-07-02,Jul,09:00:00,"Krishna river at Kshetra Mahuli, Village. Kshetra.Mahuli,Taluka. Mahuli, District. Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0.0,25.0,6,8.5,486.0,4.3,1.09,,22,920.0,1.8(BDL),3.62,14,82,21.19,15.8,1.5(BDL),0.4,138.0,74.0,64.0,8.55,11.92,394.0,305.0,16,0.26,0.5(BDL),1.47,0.5,17°41.735,74°03.286,,Dry river
2188,2025-07-02,Jul,11:00:00,"Krishna river at Krishna. Venna Sangam Mahuli , Village. Mahuli,Taluka. Mahuli, District. Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0.0,25.0,5.5,8.1,215.0,4.6,1.01,,11,920.0,1.8(BDL),2.83,5(BDL),42,11.1,15.8,1.68,0.4,64.0,38.0,26.0,12.5,8.95,175.0,138.0,16,0.32,0.5(BDL),1(BDL),0.2(BDL),17°41.445,74°03.088,,Dry river
2189,2025-07-03,Jul,11:30:00,"Koyna River at Karad, Village. Karad,Taluka. Karad, District. Satara.",River,Koyna ,Koyna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0.0,25.0,5.1,7.9,107.0,4.8,1.35,,22,350.0,1.8(BDL),11.2,5(BDL),22,7.25,19.8,1.68,0.4,34.0,18.0,16.0,7.45,6.58,91.0,70.0,20,0.46,0.5(BDL),1(BDL),0.4,17°16.668,74°10.528,,Dry river
2190,2025-07-07,Jul,10:00:00,"Krishna river at Wai, Village. Wai,Taluka. Wai,District. Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0.0,24.0,6.3,8.1,407.0,3.6,2.17,,17,540.0,1.8(BDL),1.82,5(BDL),74,19.84,11.9,1.68,0.4,116.0,56.0,60.0,8.55,13.06,328.0,260.0,13,0.51,0.5(BDL),1(BDL),0.3,17°34.304,74°02.862,,Dry river
2681,2025-07-02,Jul,06:05:00,"Nira river at Sangavi, Village. Sangavi, Taluka. Phaltan, District. Satara.",River,Nira ,Nira ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,27.0,4.7,8.2,382.0,7.4,1.72,,12,920.0,1.8(BDL),2.89,5(BDL),74,29.94,23.7,1.5(BDL),0.4,110.0,54.0,56.0,8.16,34.8,312.0,243.0,11,0.2(BDL),0.5(BDL),1.15,0.3,18° 03.424,74° 29.320,,Dry river
2683,2025-07-02,Jul,02:00:00,"Nira river at Shindewadi,  Village. Shirval, Taluka. Khandala, District. Satara.",River,Nira ,Nira ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0.0,27.0,5,8.0,212.0,6,1.07,,9.3,240.0,1.8(BDL),21.5,5(BDL),52,10.65,19.8,1.5(BDL),0.4,66.0,42.0,24.0,35.56,9.04,172.0,132.0,39,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),18° 08.771,73° 59.044,,Dry river
2711,2025-07-03,Jul,08:30:00,"Urmodi river at Nagthne, Village. Nagthane,Taluka. Satara, District. Satara.",River,Urmodi ,Urmodi ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0.0,25.0,4.9,8.2,172.0,1(BDL),1.68,,21,540.0,1.8(BDL),6.12,5(BDL),38,9.75,19.8,1.5(BDL),0.4,50.0,26.0,24.0,15.09,36.03,144.0,115.0,27,0.23,0.5(BDL),1.28,0.2(BDL),17° 34.305,74° 02.863,,Dry river
2716,2025-07-07,Jul,04:30:00,"Venna river at  Mahabaleshwar, Village. Mahabaleshwar, Taluka. Mahabaleshwar, District. Satara.",River,Venna ,Venna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,19.0,6.1,8.2,66.3,3.4,1.33,,8.2,110.0,1.8(BDL),4.34,5(BDL),20(BDL),9.0,12.0,1.5(BDL),0.4,25.93,13.3,10.0,5(BDL),5(BDL),56.3,46.93,14,0.51,0.5(BDL),1(BDL),0.2(BDL),17° 55.296,73° 41.475,,Dry river
2717,2025-07-02,Jul,10:30:00,"Venna river at Mahuli, Village. Mahuli, Taluka. Mahuli, District. Satara.",River,Venna ,Venna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0.0,25.0,6.2,8.2,216.0,3.8,1.02,,12,540.0,1.8(BDL),3.1,5(BDL),40,9.7,11.9,1.5(BDL),0.4,62.0,32.0,30.0,6.54,7.8,179.0,142.0,15,0.31,0.5(BDL),1(BDL),0.2(BDL),17° 41.566,74° 03.043,,Dry river
1194,2025-07-07,Jul,12:30:00,"Krishna river at Dhom Dam, Village. Wai, Taluka.Mahabaleshwar, District.Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,21.0,6.7,8.1,111.0,2.4,1.07,,1.8(BDL),140.0,1.8(BDL),2.27,5(BDL),22,7.85,8.0,1.5(BDL),0.4,34.0,16.0,18.0,5(BDL),5(BDL),92.0,78.0,12,0.31,0.5(BDL),1(BDL),0.2(BDL),17° 58,73° 50,,Dry river
28,2025-07-03,Jul,11:20:00,"Bhima river at Takli near Karnataka border, Village. Takali, Taluka. South Solapur,  District. Solapur.",River,Bhima ,Bhima ,Solapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,C (Drinking water source),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0.0,28.0,5.3,8.7,698.0,6.4,1.84,,6.1,220.0,1.8(BDL),2.26,16,138,75.98,23.7,1.5(BDL),0.4,198.0,102.0,96.0,104.56,67.29,565.0,449.0,21,0.2(BDL),0.5(BDL),3.55,0.3,17°24.910,75°50.766 ,,Dry river
1188,2025-07-04,Jul,14:10:00,"Bhima river at Narsingpur  near Sangam bridge after confluence with Nira, Village. Narsingpur, Taluka.Malshiros, District. Solapur.",River,Bhima ,Bhima ,Solapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,C (Drinking water source),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0.0,30.0,6.1,8.3,571.0,3.4,1.61,,1.8(BDL),210.0,1.8(BDL),1.04,8,126,55.18,11.9,2.8,0.9,164.0,84.0,80.0,97.4,57.54,449.0,359.0,12,0.99,0.5(BDL),2.48,0.6,17° 30,75° 30,,Dry river
1911,2025-07-05,Jul,08:10:00,"Chandrabhaga river at U/s of Pandharpur town, Village. Gursale,Taluka. Pandharpur, District. Solapur.",River,Chandrabhaga ,Chandrabhaga ,Solapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,C (Drinking water source),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0.0,30.0,5.7,8.4,636.0,3.8,1.27,,1.8(BDL),27.0,1.8(BDL),2.77,12,100,133.16,16.1,2.8,1.25,180.0,94.0,86.0,73.94,59.49,514.0,378.0,16,0.2(BDL),0.5(BDL),2.6,1.1,17°43.797',75°18.745',,Dry river
1912,2025-07-05,Jul,08:20:00,"Chandrabhaga river at D/s of Pandharpur town rear Vishnupant Mandir, Village. Gopalpur,Taluka. Pandharpur,District. Solapur.",River,Chandrabhaga ,Chandrabhaga ,Solapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,B (Outdoor bathing(Organized)),Industrial,Clear,Greater than 100cm,"Bathing,Washing,Boating",No,Clear,Odor Free,0.0,30.0,5.9,8.4,629.0,3.6,1.07,,1.8(BDL),210.0,1.8(BDL),2.32,14,98,65.08,12.0,3.92,1.77,176.0,84.0,92.0,65,62.05,514.0,372.0,16,0.2(BDL),0.5(BDL),2.72,0.2(BDL),17°40.086',75°20.839',,Dry river
2705,2025-07-04,Jul,08:15:00,"Sina river near Laboti toll naka, Village. Laboti,Taluka. Mohal, District. Solapur.",River,Sina ,Sina ,Solapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0.0,29.0,5.7,8.2,984.0,5.8,2.66,,9.3,240.0,1.8(BDL),16.1,5(BDL),170,123.21,19.8,1.5(BDL),0.4,282.0,144.0,138.0,149.88,99.33,772.0,618.0,34,0.39,0.5(BDL),3.68,0.4,17° 47.095,75° 42.577,,Dry river
2789,2025-07-04,Jul,11:15:00,"Nalla at D/s of Aklai Mandir, Village. Aklai, Taluka. Malshiras, District. Solapur.",Nala,Nira,Nira ,Solapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,B (Outdoor bathing(Organized)),Industrial,Clear,Greater than 100cm,"Bathing,Washing,Others",No,Clear,Odor Free,0.0,29.0,5.8,8.6,490.0,5,2.31,,6.8,350.0,1.8(BDL),1.27,10,90,39.99,19.8,1.68,0.4,138.0,76.0,62.0,36.96,48.42,395.0,313.0,15,0.24,0.5(BDL),1.67,0.5,17° 53.339,75° 01.541,,Dry river
5995,2025-07-04,Jul,14:15:00,"Ujani dam pumping station, Dist- Solapur ",Dam,Godavari,Godavari,Solapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,C (Drinking water source),Industrial,Clear,Greater than 100cm,"Bathing,Washing,Cultivation,Fishing,Boating,Gardening,Tourism Spot",No,Clear,Odor Free,0.0,30.0,6,8.6,671.0,3.2,1.63,,4.5,240.0,1.8(BDL),2.2,12,128,73.43,11.9,1.68,0.4,190.0,92.0,98.0,100.16,5.55,548.0,432.0,14,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),20° 23.559,"76  ? 33.625' E,",,Dry river
1312,2025-08-05,Aug,16:30:00,"Godavari river at Jaikwadi Dam, Village. Paithan, Taluka. Paithan, District.Ch. Sambhaji Nagar.",River,Godavari,Godavari,Ch. Sambhaji Nagar,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,1.0,28.0,6.7,8.4,575.0,3.2,0.54,,1.8(BDL),35,1.8(BDL),1(BDL),6,122,58.48,16.0,1.68,0.43,144.0,64.0,80.0,72,60.44,497.0,448.0,10(BDL),0.78,0.58,2.88,0.5,19°29.263',75°22.272',,Dry river
2158,2025-08-05,Aug,16:00:00,"Godavari river at U/s of Paithan at Paithan intake pump house, Village. Jayakwadi, Taluka. Paithan, District. Ch. Sambhaji Nagar.",River,Godavari,Godavari,Ch. Sambhaji Nagar,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3.0,28.0,6.6,8.3,576.0,3.2,0.52,,1.8(BDL),25,1.8(BDL),1.02,6,120,63.48,16.0,2.8,0.86,142.0,66.0,76.0,68.88,61.1,489.0,441.0,11,0.71,0.61,3.14,0.41,19°30.887,75°22.457,,Dry river
2159,2025-08-05,Aug,17:15:00,"Godavari river at D/s of Paithan at Pathegaon bridge, Village. Pathegaon, Taluka. Paithan, District. Ch. Sambhaji Nagar.",River,Godavari,Godavari,Ch. Sambhaji Nagar,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3.0,28.0,6.9,8.5,573.0,3.2,0.56,,1.8(BDL),20,1.8(BDL),1.02,6,140,58.98,16.0,3.36,1.8,140.0,62.0,78.0,68.54,67.84,491.0,442.0,11,0.76,0.56,3.16,0.45,19°28.835,75°23.835,,Dry river
2160,2025-08-05,Aug,15:00:00,"Godavari river at U/s of Aurangabad Reservoir,Kaigaon Tokka near Kaigaon bridge,Village. Kaigaon,Taluka. Gangapur,District. Ch. Sambhaji Nagar.",River,Godavari,Godavari,Ch. Sambhaji Nagar,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3.0,28.0,7,7.9,592.0,3.4,0.58,,1.8(BDL),13,1.8(BDL),1.02,6,140,55.98,20.0,2.24,0.4,140.0,72.0,68.0,73.3,55.38,479.0,612.0,10(BDL),1.47,0.55,3.13,0.6,19°37.463,75°01.490,,Dry river
2161,2025-08-04,Aug,15:30:00,"Godavari river at Jalna Intake water pump house, Village. Shahabad, Taluka. Ambad, District. Jalna.",River,Godavari,Godavari,Jalna,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,2.0,29.0,6.6,8.7,922.0,3.8,0.63,,1.8(BDL),14,1.8(BDL),1.03,6,130,98.47,20.0,1.68,0.44,160.0,82.0,78.0,128.8,114.98,765.0,689.0,12,0.33,0.56,4.57,0.49,19°21.392,75°42.870,,Dry river
2657,2025-08-04,Aug,13:00:00,"Bindusara river at Beed, near intake water pump house at Dam, Village. Paligaon, Taluka. Beed, District. Beed.",River,Bindusara,Bindusara,Beed,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.5,30.0,7.1,8.6,356.0,3.0,0.7,,1.8(BDL),17,1.8(BDL),1.01,6,140,13,16.0,5.6,2.28,120.0,60.0,60.0,21.1,20.8,316.0,285.0,10(BDL),1.12,0.55,1.54,0.95,18° 54.922,75° 44.236,,Dry river
